ACIW,ACI Worldwide Inc,20110914,Deals of the day -- mergers and acquisitions , (Adds ESB  Tower Energy  Hertz Global  Erste Group Bank AG  ThyssenKrupp),topStory
MS,Morgan Stanley,20110914,Huntsman scores big US corporate backers for 2012 , WASHINGTON  Sept 14 U.S. Republican presidential hopeful Jon Huntsman  struggling to gain traction in the polls  on Wednesday scored some big corporate allies  including Morgan Stanley's John Mack and Nike's Phil Knight.,normal
MS,Morgan Stanley,20110914,Huntsman scores big corporate backers for 2012 ,WASHINGTON Republican presidential hopeful Jon Huntsman  struggling to gain traction in the polls  on Wednesday scored some big corporate allies  including Morgan Stanley's John Mack and Nike's Phil Knight.,normal
MS,Morgan Stanley,20110914,IFR-US banks in private deals to aid Europeans , LONDON  Sept 14 (IFR) - US banks have become the unlikely saviours of their ailing European counterparts  signing private agreements to lend them billions of dollars in recent weeks after an exodus of nervous money market funds left many without ready access to short-term funding.,normal
NEM,Newmont Mining Corporation,20110914,Newmont Peru unit to make 2.5 mln oz gold 2017-VP , AREQUIPA  Peru  Sept 14 U.S.-based Newmont Mining Corp's  Peruvian subsidiary Yanacocha would produce 2.5 million ounces of gold per year by 2017  Newmont's Regional Vice President Thomas Savage said on Wednesday at the Perumin convention.,topStory
NKE,Nike Inc,20110914,Huntsman scores big US corporate backers for 2012 , WASHINGTON  Sept 14 U.S. Republican presidential hopeful Jon Huntsman  struggling to gain traction in the polls  on Wednesday scored some big corporate allies  including Morgan Stanley's John Mack and Nike's Phil Knight.,topStory
NKE,Nike Inc,20110914,Huntsman scores big corporate backers for 2012 ,WASHINGTON Republican presidential hopeful Jon Huntsman  struggling to gain traction in the polls  on Wednesday scored some big corporate allies  including Morgan Stanley's John Mack and Nike's Phil Knight.,normal
NKE,Nike Inc,20110914,Greenpeace shifts climate focus to industry from U.N. ,LONDON Greenpeace has shifted its campaign focus toward confronting polluting companies  away from lobbying deadlocked U.N. climate talks  the global head of the environmental group told Reuters on the eve of its 40th anniversary.,normal
NBL,Noble Energy Inc,20110914,UPDATE 1-Cyprus to block Turkey-EU energy talks in gas row , NICOSIA  Sept 14 Cyprus vowed on Wednesday to keep Turkey's EU-entry talks on hold as long as Ankara challenges the island's rights to launch offshore gas drilling  in an escalating row among east Mediterranean neighbours over hydrocarbon reserves.,topStory
NBL,Noble Energy Inc,20110914,Cyprus to block Turkey-EU energy talks in gas row , NICOSIA  Sept 14 EU member Cyprus vowed on Wednesday to keep Turkey's entry talks on hold as long as Ankara challenges the island's rights to launch offshore gas drilling  in an escalating row among east Mediterranean neighbours over hydrocarbon reserves.,normal
NOC,Northrop Grumman Corporation,20110914,Contractors battle against further military cuts ,WASHINGTON Defense contractors launched a broad lobbying campaign on Wednesday to drum up public support for holding the line on U.S. military spending cuts.,topStory
NOC,Northrop Grumman Corporation,20110914,UPDATE 1-Contractors battle against further US military cuts , * Executives meet with Defense Secretary Panetta  (Adds pentagon testimony  industry experts on cuts  Panetta meeting),normal
NOC,Northrop Grumman Corporation,20110914,Contractors appeal for no more military cuts ,WASHINGTON Defense contractors launched a new lobbying campaign on Wednesday to drum up public support for holding the line on U.S. military spending cuts.,normal
NOC,Northrop Grumman Corporation,20110914,Contractors appeal for no more US military cuts , WASHINGTON  Sept 14 Defense contractors launched a new lobbying campaign on Wednesday to drum up public support for holding the line on U.S. military spending cuts.,normal
JPC,Nuveen Preferred & Income Opportunities Fund,20110914,Fund manager Ackman looks to Hong Kong dollar ,NEW YORK Hedge fund manager William Ackman  best known for selecting stocks  said he was buying the Hong Kong dollar  noting that it could become his biggest bet ever.,topStory
JPC,Nuveen Preferred & Income Opportunities Fund,20110914,UPDATE 2-Fund manager Ackman looks to Hong Kong dollar , * Says could be his biggest bet ever  (Adds details on the bet),normal
OXY,Occidental Petroleum Corporation,20110914,Iraq's Zubair oil output to peak by 2017- Eni plan , BAGHDAD  Sept 14 Iraq's Zubair oilfield will reach its peak output target of 1.2 million barrels per day (bpd) by the start of 2017  a development plan set by Italian oil company Eni showed.,topStory
OZM,Och-Ziff Capital Management Group LLC,20110914,UPDATE 3-Citic Securities sets HK listing price guidance -IFR , * Price guidance between 13% discount and 3% premium to A-shares,topStory
OZM,Och-Ziff Capital Management Group LLC,20110914,Citic Securities gets $900 million from cornerstones: IFR ,HONG KONG Citic Securities Co Ltd   China's largest publicly traded brokerage  signed up seven cornerstone investors for its up to $2 billion Hong Kong listing  IFR reported on Wednesday.,normal
OZM,Och-Ziff Capital Management Group LLC,20110914,Citic Securities gets $900 mln from cornerstones-IFR , HONG KONG  Sept 14 Citic Securities Co Ltd    China's largest publicly traded brokerage  signed up seven cornerstone investors for its up to $2 billion Hong Kong listing  IFR reported on Wednesday.,normal
ORA,Ormat Technologies Inc,20110914,FACTBOX-Companies with conditional DOE loan guarantee offers , Sept 14 The U.S. Department of Energy's loan program for innovative technologies was created under the Bush Administration in 2005  but the first loan guarantee wasn't extended until four years later when the loan office received funding under the federal economic stimulus.,topStory
PTR,PetroChina Company Limited,20110914,Asia Distillates-Gas oil's Sep/Oct surges to 5-month high , SINGAPORE  Sept 14 Asia's gas oil market strengthened on Wednesday  with the prompt timespread  hitting a five-month high  as sentiment received a boost after Singapore trader Hin Leong continued its buying spree in the physical spot market at higher prices.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110914,UPDATE 1-Brazil govt proposes new oil royalties plan , * Approval seen slow as states wrangle over revenue   (Adds details on proposal and bid rounds; comment from senator),topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110914,Brazil govt proposes new oil royalties plan , BRASILIA  Sept 14 Brazil's government presented a plan on Wednesday for divvying up oil royalties among states  a crucial step in advancing its effort to tap deepwater reserves it hopes will turn the country into a major crude exporter.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110914,Bolivia agrees to supply more natgas to Brazil , RIO DE JANEIRO  Sept 13 Bolivia's state-run energy company YPFB signed a contract with Brazil's Petrobras  on Tuesday to supply 2.2 million cubic meters of natural gas per day to the Cuiaba thermoelectric plant in Brazil's Mato Grosso state.,normal
PFE,Pfizer Inc,20110914,Pfizer CFO says no decision yet on divestitures ,Pfizer Inc has not decided how it might divest its nutrition or animal health businesses  the drugmaker's chief financial officer said on Wednesday.,topStory
PFE,Pfizer Inc,20110914,UPDATE 1-Pfizer CFO says no decision yet on divestitures ,   * Options open for how to divest animal health  nutrition,normal
PHI,PLDT Inc,20110914,Philippines - Market factors to watch - Sept 14 , MANILA  Sept 14 Here are news stories and press reports which may influence local financial markets on Wednesday:,topStory
PLD,Prologis Inc,20110914,FACTBOX-Companies with conditional DOE loan guarantee offers , Sept 14 The U.S. Department of Energy's loan program for innovative technologies was created under the Bush Administration in 2005  but the first loan guarantee wasn't extended until four years later when the loan office received funding under the federal economic stimulus.,topStory
PJH,Prudential Financial Inc,20110914,MOVES-Jefferies  Renaissance Capital  RCM , Sept 14 The following financial service industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
PRH,Prudential Financial Inc,20110914,MOVES-Jefferies  Renaissance Capital  RCM , Sept 14 The following financial service industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
PRU,Prudential Financial Inc,20110914,MOVES-Jefferies  Renaissance Capital  RCM , Sept 14 The following financial service industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
RIO,Rio Tinto Plc,20110914,UPDATE 1-Glitch halts Guinea's CBG bauxite exports-sources , CONAKRY  Sept 14 Guinea's CBG has halted bauxite exports after a conveyor belt at the port of Conakry was damaged  sources at the company told Reuters on Wednesday.,topStory
RIO,Rio Tinto Plc,20110914,Glitch halts Guinea's CBG bauxite exports -sources , CONAKRY  Sept 14 Guinea's CBG has halted bauxite exports after a conveyor belt at the port of Conakry was damaged  sources at the company told Reuters on Wednesday.,normal
RIO,Rio Tinto Plc,20110914,UPDATE 2-Zimbabwe softens tone with foreign miners , * Investors still left in the dark   (Recasts throughout),normal
RIO,Rio Tinto Plc,20110914,Zimbabwe has no intention to cancel mining licences , HARARE  Sept 14 Zimbabwe had no intention to cancel the mining licences of foreign mining groups and will continue talks with some miners over a law requiring them to give Zimbabweans a 51 percent stake in their local holdings  the country's mines minister said on Wednesday.,normal
RIO,Rio Tinto Plc,20110914,Indian firms eye huge mining investment in Afghanistan , KABUL  Sept 14 Despite increasing insecurity in Afghanistan and gun battles with Taliban rebels in the capital Kabul   Indian firms are bidding billions of dollars for a contract to mine iron ore in a central district of the country.,normal
RIO,Rio Tinto Plc,20110914,Anglo American CEO plays down deal talk: report ,LONDON The chief executive of Anglo American   Cynthia Carroll  has downplayed speculation that the miner is on the hunt for acquisitions  the Financial Times reported on Wednesday.,normal
COL,Rockwell Collins Inc,20110914,Rockwell Collins expects higher '12 profit ,Aircraft parts supplier Rockwell Collins Inc  forecast higher profit for the next fiscal year as commercial sales are expected to offset weakness in government systems revenue.,topStory
COL,Rockwell Collins Inc,20110914,UPDATE 1-Rockwell Collins expects higher '12 profit , Sept 14 Aircraft parts supplier Rockwell Collins Inc  forecast higher profit for the next fiscal year as commercial sales are expected to offset weakness in government systems revenue.,normal
RCI,Rogers Communication Inc,20110914,PRESS DIGEST - Canada - Sept 14 , Sept 14 The following are the top stories from selected Canadian newspapers. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
RY,Royal Bank Of Canada,20110914,MOVES-Jefferies  Renaissance Capital  RCM , Sept 14 The following financial service industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
RY,Royal Bank Of Canada,20110914,CANADA STOCKS-TSX little changed as euro crisis mars sentiment , * European debt crisis continues to dominate  (Updates with details  commentary),normal
RBS,Royal Bank Scotland plc (The),20110914,TEXT-Fitch:UK bank reform is major step change for UK banks , (The following statement was released by the rating agency),topStory
SAP,SAP SE,20110914,SAP subsidiary pleads guilty in Oracle case ,OAKLAND  California An SAP AG subsidiary pleaded guilty to 12 criminal counts and will pay a $20 million fine for unauthorized downloads from software rival Oracle Corp.,topStory
SAP,SAP SE,20110914,UPDATE 3-SAP subsidiary pleads guilty in Oracle case , * SAP subsidiary pleads guilty to 12 criminal counts,normal
SRE,Sempra Energy,20110914,FACTBOX-Companies with conditional DOE loan guarantee offers , Sept 14 The U.S. Department of Energy's loan program for innovative technologies was created under the Bush Administration in 2005  but the first loan guarantee wasn't extended until four years later when the loan office received funding under the federal economic stimulus.,topStory
SRE,Sempra Energy,20110914,UPDATE 1-Sempra Energy realigns units  names key officials , Sept 14 Sempra Energy said it will group its power generation  pipelines  storage and LNG businesses into two new operating units  Sempra International and Sempra U.S. Gas & Power to realign operations.,normal
SKM,SK Telecom Co Ltd,20110914,TEXT-Fitch affirms SK Telecom  outlook stable , SYDNEY  Sept 14 (The following was released by the rating agency),topStory
SNN,Smith & Nephew SNATS Inc,20110914,Derma sees partner for new drug in first half 2012 ,NEW YORK Derma Sciences Inc expects to find a deep-pocketed partner for its treatment for diabetes-induced foot ulcers in the first half of 2012  even before it enrolls patients for late-stage trials.,topStory
SNE,Sony Corp Ord,20110914,Sony to start PS Vita global rollout in Japan on December 17 ,TOKYO Sony Corp will launch its new PlayStation Vita handheld games device on December 17 in Japan  kicking off a global rollout  and insisted it will not reduce the price in the face of discounting by rival Nintendo. | Video ,topStory
SNE,Sony Corp Ord,20110914,UPDATE 1-Sony to start PS Vita global rollout in Japan on Dec. 17 , * Sony to launch 26 software titles on Dec. 17   (Adds details  background),normal
SNE,Sony Corp Ord,20110914,Sony says to launch new handheld on Dec 17 in Japan , TOKYO  Sept 14 Sony Corp will launch its new PlayStation Vita handheld games device on Dec. 17 in Japan  and will not discount the price  the head of its Japanese games unit said on Wednesday.,normal
SCCO,Southern Copper Corporation,20110914,UPDATE 2-Peru asks Congress to raise mining taxes , * Scheme aims to increase tax revenues from mining sector,topStory
SCCO,Southern Copper Corporation,20110914,Southern Copper looks to sell to China by 2013 , AREQUIPA  Peru  Sept 14 Southern Copper  one of the world's largest producers of the metal  is looking to sell copper to China starting in 2013  its chief executive said.,normal
SCCO,Southern Copper Corporation,20110914,UPDATE 1-Peru approves new mining royalty scheme , * Firms without stability accord pay royalty  "special tax",normal
SCCO,Southern Copper Corporation,20110914,Peru approves new mining royalty scheme , LIMA  Sept 13 Peru has approved a new mining royalty scheme to fund anti-poverty initiatives and infrastructure projects  Economy Minister Luis Castilla said on Tuesday.,normal
S,Sprint Corporation,20110914,UPDATE 2-Clearwire  China Mobile team up on 4G , * Clearwire shares rise 7 percent  (Adds executive quote  background),topStory
SU,Suncor Energy  Inc,20110914,CANADA STOCKS-TSX gains on euro zone relief  golds drag , * Energy stocks lead gains; golds drag  (Adds details  analyst comment),topStory
SU,Suncor Energy  Inc,20110914,CANADA STOCKS-TSX gains on euro zone relief  golds drag , * Energy stocks lead gains; golds drag  (Updates to close. Adds details  commentary),normal
SU,Suncor Energy  Inc,20110914,CANADA STOCKS-TSX little changed as euro crisis mars sentiment , * European debt crisis continues to dominate  (Updates with details  commentary),normal
TGT,Target Corporation,20110914,Toys R Us holiday mantra: In exclusives we trust ,NEW YORK From squishy garbage-themed collectibles "The Trash Pack" to remote-controlled flying fish "Air Swimmers " Toys R Us  is carrying a larger assortment of exclusive toys to win holiday shoppers from the likes of Amazon.com  and Wal-Mart Stores .,topStory
TGT,Target Corporation,20110914,Toys R Us holiday mantra: In exclusives we trust , * To spend more on TV advertising  offer more online deals,normal
TGT,Target Corporation,20110914,Fund manager Ackman looks to Hong Kong dollar ,NEW YORK Hedge fund manager William Ackman  best known for selecting stocks  said he was buying the Hong Kong dollar  noting that it could become his biggest bet ever.,normal
TGT,Target Corporation,20110914,UPDATE 2-Fund manager Ackman looks to Hong Kong dollar , * Says could be his biggest bet ever  (Adds details on the bet),normal
TGT,Target Corporation,20110914,PRESS DIGEST - New York Times business news - Sept 14 , Sept 14 The following were the top stories in The New York Times business pages on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
TTM,Tata Motors Ltd,20110914,PRESS DIGEST - British business - Sept 14 , The Ministry of Defence plans to use the stock market as a weapon against companies that cost taxpayers millions of pounds in budget overruns by releasing a list of projects next week that have overshot their budgets or been delayed.,topStory
TER,Teradyne Inc,20110914,UPDATE 3-Teradyne eyes wireless market with $510 mln LitePoint buy , * Deal value could rise to $580 mln  if some performance targets are met   (Rewrites throughout  adds conference call details),topStory
BX,The Blackstone Group LP,20110914,LatAm buyout fund-raising up 59 pct thru June-LAVCA , SAO PAULO  Sept 14 Buyout firms investing in Latin America raised 59 percent more in funds in the first half of this year  mostly due to growing interest among the biggest global private equity firms  the Latin American Venture Capital Association on Wednesday.,topStory
SCHW,The Charles Schwab Corporation,20110914,Volatility a warning on "flash crash" flashbacks ,NEW YORK Recent market volatility has rekindled some investor fears from last year's U.S. "flash crash " though regulators should be careful not to overreach as they respond with new rules  exchanges and brokerages say.,topStory
TWX,Time Warner Inc,20110914,Few sure winners seen at the Emmy Awards ,LOS ANGELES If there are any sure bets at this year's Primetime Emmy Awards on Sunday  they are "Modern Family" again being crowned TV's best comedy series and Kate Winslet winning for her role in "Mildred Pierce". | Video ,topStory
TWX,Time Warner Inc,20110914,Few sure winners seen at the Emmy Awards , LOS ANGELES  Sept 14 If there are any sure bets at this year's Primetime Emmy Awards on Sunday  they are "Modern Family" again being crowned TV's best comedy series and Kate Winslet winning for her role in "Mildred Pierce".,normal
TOT,Total SA,20110914,EuroChem interested in BASF fertiliser ops - report , FRANKFURT  Sept 14 EuroChem  a fertiliser company controlled by Russian tycoon Andrei Melnichenko  is interested in buying nitrogen fertiliser assets put on the block by BASF   Russian newswire Interfax reported on Wednesday  citing market sources.,topStory
TOT,Total SA,20110914,Enagas  Vopak pay $408 mln for Mexican LNG terminal , LONDON  Sept 14     MADRID  Sept 14 (Reuters) - Spanish gas transporter Enagas and its Dutch partner Vopak have paid $408 million for the Altamira liquefied natural gas (LNG) terminal in Mexico  Enagas said in a statement on Wednesday.,normal
TOT,Total SA,20110914,SunPower looking at downstream acquisitions ,U.S. solar company SunPower Corp  is actively looking at acquisitions that would complement its residential and commercial project businesses  Chief Executive Tom Werner said on Tuesday.,normal
TM,Toyota Motor Corp Ltd Ord,20110914,AUTOSHOW-UPDATE 1-Nissan's Infiniti to build cars in Europe-sources , FRANKFURT  Sept 14 Nissan's Infiniti premium car brand will announce on Wednesday plans to build a compact car in Europe in the next couple of years  making it the first Asian luxury brand to manufacture locally  people familiar with the matter told Reuters.,topStory
TM,Toyota Motor Corp Ltd Ord,20110914,RPT-AUTOSHOW-Nissan's Infiniti to build cars in Europe -sources , FRANKFURT  Sept 14 Nissan's Infiniti brand will announce on Wednesday plans to build a premium compact car in Europe in the next couple of years  making it the first Asian luxury brand to manufacture locally  people familiar with the matter told Reuters.,normal
TM,Toyota Motor Corp Ltd Ord,20110914,SALON-Nissan Infiniti construira des voitures en Europe-sources , FRANCFORT  14 septembre La marque Infiniti de Nissan annoncera mercredi un projet de construction d'une voiture compacte haut de gamme en Europe dans quelques années  ce qui en fera la première marque de luxe asiatique à construire localement  ont rapporté mercredi à Reuters des sources proches du dossier.,normal
TM,Toyota Motor Corp Ltd Ord,20110914,TABLE-China August car sales up 7.3 pct y/y , BEIJING  Sept 14 Car sales in China climbed 7.3 percent in August from a year earlier  the China Association of Automobile Manufacturers (CAAM) said.	 ---------------------------------------------------------------,normal
TM,Toyota Motor Corp Ltd Ord,20110914,UPDATE 1-Indonesia-Market Factors to watch - Sept 14 , JAKARTA  Sept 14 Following is a list of events in Indonesia as well as news stories and press reports that may influence financial markets.,normal
TM,Toyota Motor Corp Ltd Ord,20110914,Indonesia-Market Factors to watch - Sept 14 , JAKARTA  Sept 14 Following is a list of events in Indonesia as well as news stories and press reports that may influence financial markets.,normal
THS,Treehouse Foods Inc,20110914,Dealtalk: ConAgra pressures Ralcorp  to look at others ,PHILADELPHIA For ConAgra Foods Inc   there are other potential takeover targets out there besides Ralcorp Holdings Inc .,topStory
THS,Treehouse Foods Inc,20110914,DEALTALK-ConAgra pressures Ralcorp  to look at others , PHILADELPHIA  Sept 14 For ConAgra Foods Inc   there are other potential takeover targets out there besides Ralcorp Holdings Inc .,normal
TKC,Turkcell Iletisim Hizmetleri AS,20110914,UPDATE 1-TeliaSonera sees Oct. Turkcell EGM resolving issues , * TeliaSonera says is committed to resolving deadlock in Turkcell,topStory
TKC,Turkcell Iletisim Hizmetleri AS,20110914,TeliaSonera sees Oct. 12 Turkcell EGM resolving issues , ISTANBUL  Sept 14 TeliaSonera said on Wednesday the extraordinary general meeting Turkey's biggest mobile-phone company Turkcell will hold on Oct. 12 will resolve issues related to the corporate governance of Turkcell as well as payment of dividends.,normal
UBS,UBS AG,20110914,Goldman team forms San Francisco wealth boutique ,NEW YORK Three senior Goldman Sachs Private Wealth Management advisers left the bank earlier this month to form an independent San Francisco boutique  Seven Post Investment Office LP.,topStory
UBS,UBS AG,20110914,Goldman team forms San Francisco wealth boutique , NEW YORK  Sept 13 Three senior Goldman Sachs Private Wealth Management advisers left the bank earlier this month to form an independent San Francisco boutique  Seven Post Investment Office LP.,normal
UBS,UBS AG,20110914,TEXT-Fitch affirms two Swiss covered bond programmes at 'AAA' , (The following statement was released by the rating agency),normal
UL,Unilever PLC,20110914,UPDATE 1-Ahold picks FirstGroup's Carr as new CFO , AMSTERDAM  Sept 14 Dutch supermarket group Ahold  on Wednesday appointed Jeff Carr as its new chief financial officer  picking an executive with experience at Unilever  Associated British Foods  and easyJet.,topStory
UAL,United Continental Holdings Inc,20110914,United plane evacuated at Dulles for engine problem ,WASHINGTON A United Airlines jet taxiing at Dulles airport outside Washington on Wednesday reported engine trouble and evacuated passengers down emergency chutes  officials said.,topStory
UAL,United Continental Holdings Inc,20110914,UPDATE 1-United plane evacuated at Dulles for engine problem , (Updates with Supreme Court justice on board  United comment),normal
UAL,United Continental Holdings Inc,20110914,United plane evacuated at Dulles for engine problem , WASHINGTON  Sept 14 A United Airlines airliner taxing for departure at Dulles airport on Wednesday reported engine trouble and evacuated its passengers down emergency chutes  a spokeswoman for the Metropolitan Washington Airports Authority said.,normal
UPS,United Parcel Service Inc,20110914,UPS offers consumers more options as "etail" grows ,LOUISVILLE  Kentucky United Parcel Service is launching a new service in time for the peak holiday shipping season that gives residential consumers -- a growing portion of its business -- more control over when and how their packages are delivered.,topStory
UPS,United Parcel Service Inc,20110914,UPS offers consumers more options as "etail" grows , LOUISVILLE  Ky.  Sept 14 United Parcel Service is launching a new service in time for the peak holiday shipping season that gives residential consumers -- a growing portion of its business -- more control over when and how their packages are delivered.,normal
UTX,United Technologies Corporation,20110914,Contractors battle against further military cuts ,WASHINGTON Defense contractors launched a broad lobbying campaign on Wednesday to drum up public support for holding the line on U.S. military spending cuts.,topStory
UTX,United Technologies Corporation,20110914,UPDATE 1-Contractors battle against further US military cuts , * Executives meet with Defense Secretary Panetta  (Adds pentagon testimony  industry experts on cuts  Panetta meeting),normal
UTX,United Technologies Corporation,20110914,Contractors appeal for no more military cuts ,WASHINGTON Defense contractors launched a new lobbying campaign on Wednesday to drum up public support for holding the line on U.S. military spending cuts.,normal
UTX,United Technologies Corporation,20110914,Contractors appeal for no more US military cuts , WASHINGTON  Sept 14 Defense contractors launched a new lobbying campaign on Wednesday to drum up public support for holding the line on U.S. military spending cuts.,normal
UTI,Universal Technical Institute Inc,20110914,Key education department official to leave  joins Obama campaign ,James Kvaal  a key Department of Education official responsible for propagating rules against the for-profit education industry  is leaving to join president Barack Obama's 2012 re-election campaign.,topStory
UTI,Universal Technical Institute Inc,20110914,UPDATE 1-Key US education department official to leave , Sept 14 James Kvaal  a key U.S. Department of Education official responsible for propagating rules against the for-profit education industry  is leaving to join president Barack Obama's 2012 re-election campaign.,normal
VRX,Valeant Pharmaceuticals International Inc,20110914,Cohen's SAC Capital scores legal win over Fairfax , NEW YORK  Sept 14 Hedge fund titan Steven Cohen scored a legal victory when a New Jersey judge tossed out a long-running civil lawsuit filed against his SAC Capital Advisors by insurer Fairfax Financial Holdings .,topStory
VLO,Valero Energy Corporation,20110914,UPDATE 1-Kinder  Valero to build 110 00 bpd US product pipe , * Line to have 110 000 bpd capacity  expandable to 200 000,topStory
VR,Validus Holdings Ltd,20110914,Validus files to replace Transatlantic board ,Reinsurer Validus Holdings  increased the pressure on its target Transatlantic Holdings  on Wednesday  filing paperwork with regulators to ultimately replace Transatlantic's board of directors.,topStory
VR,Validus Holdings Ltd,20110914,UPDATE 1-Validus files to replace Transatlantic board , * Three advisory firms now recommend against Allied deal,normal
VZ,Verizon Communications Inc,20110914,Verizon says storms  strike cost it up to $250 million ,NEW YORK Verizon Communications  faces a bill of up to $250 million due to its labor strike and recent storms  which will also slow down customer additions for the next few months.,topStory
VZ,Verizon Communications Inc,20110914,UPDATE 1-Verizon says storms  strike cost it up to $250 mln , NEW YORK  Sept 14 Verizon Communications  faces a bill of up to $250 million due to its labor strike and recent storms  which will also slow down customer additions for the next few months.,normal
VZA,Verizon Communications Inc,20110914,Verizon says storms  strike cost it up to $250 million ,NEW YORK Verizon Communications  faces a bill of up to $250 million due to its labor strike and recent storms  which will also slow down customer additions for the next few months.,topStory
VZA,Verizon Communications Inc,20110914,UPDATE 1-Verizon says storms  strike cost it up to $250 mln , NEW YORK  Sept 14 Verizon Communications  faces a bill of up to $250 million due to its labor strike and recent storms  which will also slow down customer additions for the next few months.,normal
GWW,WW Grainger Inc,20110914,BUY OR SELL-U.S. industrial shares show profit pessimism , Sept 14 U.S. industrial stocks are flashing yellow  having lost a fifth of their value in the last two months in what some describe as a warning that another recession is looming.,topStory
WDR,Waddell & Reed Financial Inc,20110914,UPDATE 3-Citic Securities sets HK listing price guidance -IFR , * Price guidance between 13% discount and 3% premium to A-shares,topStory
WDR,Waddell & Reed Financial Inc,20110914,Citic Securities gets $900 million from cornerstones: IFR ,HONG KONG Citic Securities Co Ltd   China's largest publicly traded brokerage  signed up seven cornerstone investors for its up to $2 billion Hong Kong listing  IFR reported on Wednesday.,normal
WDR,Waddell & Reed Financial Inc,20110914,Citic Securities gets $900 mln from cornerstones-IFR , HONG KONG  Sept 14 Citic Securities Co Ltd    China's largest publicly traded brokerage  signed up seven cornerstone investors for its up to $2 billion Hong Kong listing  IFR reported on Wednesday.,normal
WMT,Wal-Mart Stores Inc,20110914,Toys R Us holiday mantra: In exclusives we trust ,NEW YORK From squishy garbage-themed collectibles "The Trash Pack" to remote-controlled flying fish "Air Swimmers " Toys R Us  is carrying a larger assortment of exclusive toys to win holiday shoppers from the likes of Amazon.com  and Wal-Mart Stores .,topStory
WMT,Wal-Mart Stores Inc,20110914,Toys R Us holiday mantra: In exclusives we trust , * To spend more on TV advertising  offer more online deals,normal
WMT,Wal-Mart Stores Inc,20110914,Wal-Mart aims to train and do more work with women ,CHICAGO Wal-Mart Stores Inc will double the money it spends with women-owned businesses  train women around the world and push major suppliers to use more women and minorities on work they do for the retailer  its latest steps to promote a brighter corporate image.,normal
WMT,Wal-Mart Stores Inc,20110914,UPDATE 1-Mexico August same-store sales up 1.8 pct -ANTAD , MEXICO CITY  Sept 14 Same-store sales for Mexico's retailers  or those recorded at stores open for at least 12 months  rose in August from a year earlier  retailers association ANTAD said on Wednesday.,normal
WMT,Wal-Mart Stores Inc,20110914,UPDATE 1-Wal-Mart aims to train and do more work with women ,   * Wal-Mart to double spending with women-owned businesses,normal
WMT,Wal-Mart Stores Inc,20110914,UPDATE 2-Wessanen defers sale of drinks unit as profits jump , * Wessanen sees turnaround at U.S. drinks subsidiary ABC,normal
WMT,Wal-Mart Stores Inc,20110914,PRESS DIGEST - New York Times business news - Sept 14 , Sept 14 The following were the top stories in The New York Times business pages on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
WMT,Wal-Mart Stores Inc,20110914,Wal-Mart aims to train and do more work with women ,   * Wal-Mart to double spending with women-owned businesses,normal
DIS,Walt Disney Company (The),20110914,Few sure winners seen at the Emmy Awards ,LOS ANGELES If there are any sure bets at this year's Primetime Emmy Awards on Sunday  they are "Modern Family" again being crowned TV's best comedy series and Kate Winslet winning for her role in "Mildred Pierce". | Video ,topStory
DIS,Walt Disney Company (The),20110914,Few sure winners seen at the Emmy Awards , LOS ANGELES  Sept 14 If there are any sure bets at this year's Primetime Emmy Awards on Sunday  they are "Modern Family" again being crowned TV's best comedy series and Kate Winslet winning for her role in "Mildred Pierce".,normal
WFC,Wells Fargo & Company,20110914,SEC says no probes hurt by destroyed records ,WASHINGTON A past practice of destroying certain pre-investigative materials has not harmed any current or future investigations by the Securities and Exchange Commission  the U.S. agency's enforcement chief said on Wednesday.,topStory
WFC,Wells Fargo & Company,20110914,UPDATE 2-U.S. SEC says no probes hurt by destroyed records , * Khuzami says some files based on public data  (Adds background  comments from Senator Grassley),normal
WFC,Wells Fargo & Company,20110914,IFR-Redwood Trust set to launch US$375m private RMBS , NEW YORK  Sept 14 (IFR) - Redwood Trust  a California-based REIT  is about to launch its second private-label RMBS of the year  a US$375.2m prime-mortgage offering called Sequoia Mortgage Trust 2011-2 (SEMT 2011-2)  according to a presale report released on Wednesday by Fitch Ratings.,normal
YGE,Yingli Green Energy Holding Company Limited,20110914,Macro environment killing solar demand: Jefferies ,Lower-than-anticipated demand and pricing  coupled with funding concerns  will weigh on U.S.-listed solar companies  Jefferies said  lowering its earnings outlook and cutting its rating on at least three stocks.,topStory
GSS,Golden Star Resources Ltd,20110914,UPDATE 2-Golden Star cuts Q3 gold production outlook , * Shares fall 8 pct   (Adds analyst comments  rewrites throughout),topStory
GSS,Golden Star Resources Ltd,20110914,UPDATE 1-Golden Star cuts Q3 gold production outlook , Sept 14 Golden Star Resources   cut its third-quarter gold production forecast for two of its mines in Ghana on lower-than-expected millgrade.,normal
