ACTG,Acacia Research Corporation,20110711,UPDATE 1-Acacia Research unit acquires 3G  4G patent rights , July 11 Acacia Research Corp   which acquires and licenses patent rights to various technologies  said its unit has acquired rights to certain patents for 3G and 4G wireless technology.,topStory
AES,The AES Corporation,20110711,Banks lend $1.46 bln to thermal power plant in Vietnam , HANOI  July 11 Twelve foreign banks will join hands to lend more than $1.46 billion to Mong Duong 2 coal-fired power plant in northern Vietnam  the plant's operator said on Monday.,topStory
BX,The Blackstone Group LP,20110711,ASIA PRIVATE EQUITY WEEKLY NEWS  JULY 11  2011 , HONG KONG  July 11 News and developments in Asia private equity from Reuters News for the week ending July 8.,topStory
BX,The Blackstone Group LP,20110711,Blackstone sells stake in China food firm - FT , LONDON  July 11 U.S. private equity firm Blackstone Group sold its stake in Dili Group earlier this year after the Chinese agricultural group warned Blackstone that its involvement would complicate moves to raise prices  the Financial Times reported on Monday.,normal
TWX,Time Warner Inc,20110711,Fans  stars  Hollywood say farewell to Harry Potter ,LONDON Thousands of fans braved rain and battled security restrictions in London's Trafalgar Square on Thursday to say farewell to the boy wizard Harry Potter at the world premiere of the final movie in the record-breaking series. | Video ,topStory
TD,Toronto Dominion Bank (The),20110711,CANADA STOCKS-TSX slumps 1 pct on euro zone contagion fears , TORONTO  July 11 Toronto's main stock index fell more than 1 percent on Monday morning in a broad-based retreat led by energy issues  battered by fears the euro zone debt crisis could widen and by weaker oil prices.,topStory
TD,Toronto Dominion Bank (The),20110711,RPT-BAY STREET-Maple's embrace seen tough for TMX to elude ,* Bay St bank "guard dogs" make white knight bid unlikely,normal
TM,Toyota Motor Corp Ltd Ord,20110711,Mercedes-Benz tops study of U.S. auto dealers ,DETROIT Mercedes-Benz dealerships were tops for the third straight year in an independent study issued on Monday of U.S. auto dealers that uses secret shoppers to determine how customers are treated.,topStory
TM,Toyota Motor Corp Ltd Ord,20110711,Mercedes-Benz tops study of U.S. auto dealers , DETROIT  July 11 Mercedes-Benz dealerships were tops for the third straight year in an independent study issued on Monday of U.S. auto dealers that uses secret shoppers to determine how customers are treated.,normal
TM,Toyota Motor Corp Ltd Ord,20110711,Judge scales back Toyota investors' legal claims ,NEW YORK A federal judge in California has pared back a lawsuit accusing Toyota Motor Corp  of inflating its stock price by concealing problems with unintended acceleration in its vehicles.,normal
TM,Toyota Motor Corp Ltd Ord,20110711,UPDATE 1-Judge scales back Toyota investors' legal claims , * July 28 deadline for amending complaint  (Adds comment from plaintiffs' spokesman  ninth paragraph),normal
TM,Toyota Motor Corp Ltd Ord,20110711,UPDATE 1-Judge scales back Toyota investors' legal claims , * July 28 deadline for amending complaint  (Adds comment from plaintiffs' spokesman  ninth paragraph),normal
TM,Toyota Motor Corp Ltd Ord,20110711,Volkswagen aims to sell record 8 million cars in 2011 ,BERLIN German carmaker Volkswagen  aims to beat its record sale of cars last year by selling 8 million cars in 2011  its chief executive said on Monday.,normal
TM,Toyota Motor Corp Ltd Ord,20110711,UPDATE 1-Volkswagen aims to sell record 8 mln cars in 2011 , * Reached sales of 4 mln cars in first half  (Adds full year target),normal
TM,Toyota Motor Corp Ltd Ord,20110711,Judge scales back Toyota investors' legal claims ,NEW YORK A federal judge in California has pared back a lawsuit accusing Toyota Motor Corp  of inflating its stock price by concealing problems with unintended acceleration in its vehicles.,normal
TM,Toyota Motor Corp Ltd Ord,20110711,UPDATE 1-Fuji Heavy plans to use minivehicle unit for small cars - Nikkei , * To focus on small and mid-size cars   (Follows Alerts),normal
TM,Toyota Motor Corp Ltd Ord,20110711,UPDATE 3-India car sales slowest in 2 yrs  more speed bumps seen , * Passenger car sales forecast for FY12 slashed to 10-12 pct - industry body,normal
TRP,TransCanada Corporation,20110711,Analysis: Study warns of leak risks of Canada-U.S. oil pipe ,WASHINGTON TransCanada Corp  a company that hopes to build a $7 billion pipeline to take crude from Canada's oil sands to Texas  has underestimated the number and volume of leaks that could occur on the duct and hurt water supplies  an analysis released on Monday said.,topStory
TRP,TransCanada Corporation,20110711,Study warns of leak risks of Canada-U.S. oil pipe , * Assessment needed before US decision on pipe-professor,normal
UN,Unilever NV,20110711,Lonza to buy Arch Chemicals in deal worth $1.2 billion ,ZURICH Drugs industry supplier Lonza  is buying U.S.-based Arch Chemicals  for some $1.2 billion  making it the world's largest player in the multi-billion dollar microbial control market  the groups said.,topStory
UN,Unilever NV,20110711,Blackstone sells stake in China food firm - FT , LONDON  July 11 U.S. private equity firm Blackstone Group sold its stake in Dili Group earlier this year after the Chinese agricultural group warned Blackstone that its involvement would complicate moves to raise prices  the Financial Times reported on Monday.,normal
UL,Unilever PLC,20110711,Nestle buys 60 percent of Chinese candymaker for $1.7 billion ,SINGAPORE/ZURICH (Reuters)- Nestle   the world's largest food company  is paying a hefty $1.7 billion for a 60 percent stake in candymaker Hsu Fu Chi International  to move deeper into fast-growing markets in China.,topStory
UL,Unilever PLC,20110711,UPDATE 6-Nestle buys 60 pct of Chinese candymaker for $1.7 bln , * To pay S$4.35 per share  8.7 pct premium to July 1 close,normal
UL,Unilever PLC,20110711,Lonza to buy Arch Chemicals in deal worth $1.2 billion ,ZURICH Drugs industry supplier Lonza  is buying U.S.-based Arch Chemicals  for some $1.2 billion  making it the world's largest player in the multi-billion dollar microbial control market  the groups said.,normal
UL,Unilever PLC,20110711,Blackstone sells stake in China food firm - FT , LONDON  July 11 U.S. private equity firm Blackstone Group sold its stake in Dili Group earlier this year after the Chinese agricultural group warned Blackstone that its involvement would complicate moves to raise prices  the Financial Times reported on Monday.,normal
UNH,UnitedHealth Group Incorporated,20110711,US gives states flexibility in insurance exchanges , WASHINGTON  July 11 The Obama administration on Monday revealed a proposed framework for health insurance exchanges that gives states great flexibility in how they can set up these open marketplaces designed to increase competition.,topStory
UNH,UnitedHealth Group Incorporated,20110711,US gives states flexibility in insurance exchanges , WASHINGTON  July 11 The Obama administration on Monday revealed a proposed framework for health insurance exchanges that gives states great flexibility in how they can set up these open marketplaces designed to increase competition.,normal
USNA,USANA Health Sciences Inc,20110711,UPDATE 1-USANA Health gets FDA nod to make over-the-counter drugs , July 11 Dietary supplement manufacturer USANA Health Sciences Inc said it got approval from the U.S. Food and Drug Administration to make over-the-counter drugs.,topStory
VRX,Valeant Pharmaceuticals International Inc,20110711,Sanofi sells skin unit  MS drug results underwhelm ,PARIS/LONDON French drugmaker Sanofi  plans to sell its Dermik skincare business to Canada's Valeant Pharmaceuticals  for $425 million in cash  the latest drug giant to move to shed non-core assets.,topStory
VRX,Valeant Pharmaceuticals International Inc,20110711,RPT-UPDATE 2-Sanofi sells skin unit  MS drug results underwhelm , * Dermik has about 140 staff in U.S.  200 in Laval  Canada,normal
VRX,Valeant Pharmaceuticals International Inc,20110711,CANADA STOCKS-TSX may open lower on fresh euro zone debt fears , July 11 Toronto's main stock index looked set to open lower on Monday as risk aversion swept over world stocks on concerns about a global economic slowdown and fear that Italy could be the next victim of the euro zone debt crisis.,normal
VRX,Valeant Pharmaceuticals International Inc,20110711,Sanofi sells skincare unit to Valeant for $425 million ,PARIS French drugmaker Sanofi  said on Monday it was selling its Dermik dermatology business to Canada's Valeant Pharmaceuticals  for $425 million in cash.,normal
VRX,Valeant Pharmaceuticals International Inc,20110711,Sanofi sells skincare unit to Valeant for $425 mln , PARIS  July 11 French drugmaker Sanofi  said on Monday it was selling its Dermik dermatology business to Canada's Valeant Pharmaceuticals for $425 million in cash.,normal
VLO,Valero Energy Corporation,20110711,UPDATE 3-US oil reserve bids were double amount offered , * U.S. sold all 30.6 mln barrels of oil initially awarded,topStory
VLO,Valero Energy Corporation,20110711,FACTBOX-Bidders on U.S. oil reserves , July 11 Fifteen energy trading companies received contracts for crude oil from U.S. emergency stockpiles  the Department of Energy said on Monday.,normal
PAY,Verifone Systems Inc,20110711,ATM maker NCR to buy Radiant for $1.2 billion ,BANGALORE ATM maker NCR Corp  is to buy Radiant Systems Inc   which makes cash registers and other point-of-sale devices  for about $1.2 billion in cash to expand into the hospitality and specialty retail industries.,topStory
VZ,Verizon Communications Inc,20110711,Courts OK Nortel patent sale to Apple/RIM group ,WILMINGTON  Delaware Apple Inc  Microsoft Corp  Research in Motion Ltd and three other leading tech companies received court approval on Monday to buy wireless patents from bankrupt Nortel Networks Corp for $4.5 billion.,topStory
VZ,Verizon Communications Inc,20110711,UPDATE 3-Courts OK Nortel patent sale to Apple/RIM group , * Money goes to paying off Nortel debts  (Adds background on antitrust concerns in paragraph 16),normal
VZA,Verizon Communications Inc,20110711,Courts OK Nortel patent sale to Apple/RIM group ,WILMINGTON  Delaware Apple Inc  Microsoft Corp  Research in Motion Ltd and three other leading tech companies received court approval on Monday to buy wireless patents from bankrupt Nortel Networks Corp for $4.5 billion.,topStory
VZA,Verizon Communications Inc,20110711,UPDATE 3-Courts OK Nortel patent sale to Apple/RIM group , * Money goes to paying off Nortel debts  (Adds background on antitrust concerns in paragraph 16),normal
WBK,Westpac Banking Corporation,20110711,PRESS DIGEST-Australian Business News - July 12 , Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
WMB,Williams Companies Inc (The),20110711,Southern Union talked with other suitors - WSJ , PHILADELPHIA  July 10 Texas pipeline company Southern Union Co   which is the subject of a takeover bidding war  held talks with at least nine potential suitors beginning in 2008  The Wall Street Journal reported on Sunday.,topStory
AUY,Yamana Gold Inc,20110711,CANADA STOCKS-TSX dives to 1-week low on euro zone worries ,   * TSX tumbles 191.95 points  or 1.44 percent  to 13 179.75,topStory
YPF,YPF Sociedad Anonima,20110711,REFILE-UPDATE 2-Alange to farm out Colombia fields to YPF for $123 mln , (Corrects typo in country name in headline and paragraph 1),topStory
GMO,General Moly Inc,20110711,UPDATE 1-General Moly says Hanlong deal amended , July 11 Molybdenum miner General Moly Inc   said its agreements with Hanlong (USA) Mining Investment Inc related to its flagship Mt. Hope project were modified to provide greater flexibility and to accommodate Chinese bank approval timelines.,topStory
NOG,Northern Oil and Gas Inc,20110711,US SMALL/MIDCAPS-Rising debt worries sink stocks , NEW YORK  July 11 Mid- and smallcap stocks fell on Monday on increasing worries about U.S. budget talks and concern over the possible spread of the euro-zone debt crisis to Italy.,topStory
TGB,Taseko Mines Limited,20110711,UPDATE 1-Taseko Q2 copper output flat; molybdenum up 38 pct , July 11 Taseko Mines' second-quarter copper production at the Gibraltar mine in British Columbia was flat at about 20 million pounds  but its molybdenum output rose about 38 percent.,topStory
